"14","Freshly Picked Durian","Bursting with vitamins and minerals, our Freshly Picked Durian provides a healthy and nutritious snack option for those conscious about their well-being.","simple","2 KG","2000","75","5.5","5.23","5","","","","","","","1","1","","","VEG09","","in_stock","Freshly Picked Durian","25","25","","","","1","1","1","1","1","freshly-picked-durian","1","3","1","1","2023-08-24T10:15:47.000000Z","","","","","","","[0,0,0,0,0]","",""
"15","Premium Organic Pumpkin","Our Premium Organic Pumpkin has received glowing reviews from satisfied customers, highlighting its taste, quality, and health benefits.","simple","2 KG","2000","76","6.5","5.2","20","","","","","","","1","1","","","VEG10","","in_stock","Premium Organic Pumpkin","77","75","","","","1","1","1","1","1","premium-organic-pumpkin","1","3","1","1","2023-08-24T10:21:58.000000Z","8","3","","","3.6666666666667","853.11","[1,0,0,0,2]","",""
"16","Fresh Pear","They have been linked to a number of health benefits, including improved digestion, heart health, and blood sugar control.","simple","3 KG","3000","4","6","4.8","20","","","","","","","1","1","","","FRUIT06","","in_stock","Fresh Pear","83","83","","","","1","1","1","1","1","fresh-pear","1","4","1","1","2023-08-24T10:32:27.000000Z","6","2","","","4","1084.82","[0,0,1,0,1]","",""
"17","Palm Bliss Unleashed","Wide Range of Flavors : Plam offre a diverse range of flavors to cater to all taste preferences, providing something for everyone.","simple","4 KG","1400","5","8","7.36","8","","","","","","","1","1","","","FRUIT07","","in_stock","Palm Bliss Unleashed","87","87","","","","1","1","1","1","1","palm-bliss-unleashed","1","4","1","1","2023-08-24T10:38:05.000000Z","8","3","","","3.3333333333333","670.91","[0,1,1,0,1]","",""
"18","Deliciously Sweet Watermelon","Juicy and sweet: Experience the perfect balance of juiciness and sweetness with our watermelons, making every bite a delightful and refreshing experience.","classified","1 KG","1000","9","6","5.46","9","1","","","","1","","1","1","2023-9-12","2023-10-31","FRUIT08","1","in_stock","Deliciously Sweet Watermelon","100","100","","Your order is likely to reach you within 5 to 10 days","This product is non-returnable.","","1","1","1","1","deliciously-sweet-watermelon","1","4","1","1","2023-08-25T01:06:38.000000Z","13","5","","","3.4","1664.94","[1,1,0,1,2]","[20,5,14,10,15,1]","[8,10,19]"
"19","Deliciously Sweet Strawberry","Premium Quality: Our strawberries are carefully selected for their exceptional taste and freshness, ensuring a premium quality product that sets us apart from the competition.","simple","4 KG","1700","7","7","6.37","9","1","","","","","","1","1","2023-9-23","2023-10-24","FRUIT09","","in_stock","Deliciously Sweet Strawberry","93","93","","","","","1","1","1","1","deliciously-sweet-strawberry","1","4","1","1","2023-08-25T01:12:48.000000Z","10","2","","","5","1404.82","[0,0,0,0,2]","",""
"20","Gourmet Fresh Pomegranate","Naturally sweet and juicy: Each pomegranate offers a burst of sweet and refreshing flavor, making it a delightful snack or a perfect addition to refreshing beverages.","simple","5 KG","1000","12","5","4.65","7","","","","","","","1","1","","","FRUIT10","","in_stock","Gourmet Fresh Pomegranate","90","89","","","","1","1","1","1","1","gourmet-fresh-pomegranate","1","4","1","1","2023-08-25T01:32:12.000000Z","2","","","","","733.91","[0,0,0,0,0]","",""
"21","Probiotic Rich Yogurt","Packed with live and active cultures, our yogurt promotes a healthy gut and supports a strong immune system, making it an excellent choice for health-conscious individuals.","simple","10 Pieces","100","5","4","3.68","8","","","","","","","1","1","","","GROC01","","in_stock","Probiotic Rich Yogurt","146","146","","","","1","1","1","1","1","probiotic-rich-yogurt","1","2","1","1","2023-08-25T09:30:58.000000Z","2","","","","","602.52","[0,0,0,0,0]","",""
"22","Delicious Cupcakes","The perfect treat for any occasion. They're small and easy to share, and they come in a variety of flavors to satisfy everyone's taste buds.","simple","3 Pieces","250","59","5","4.7","6","","","","","","","1","1","","","GROC02","","in_stock","Delicious Cupcakes","151","151","","","","1","1","1","1","1","delicious-cupcakes","1","2","1","1","2023-08-25T09:31:12.000000Z","2","","","","","602.52","[0,0,0,0,0]","",""
"23","Gourmet Paneer Cubes","Paneer is a great source of protein, making our gourmet cubes an ideal choice for health-conscious customers looking to maintain a balanced diet.","simple","2 KG","500","8","9","8.55","5","","","","","","","1","1","","","GROC03","","in_stock","Gourmet Paneer Cubes","162","162","","","","1","1","1","1","1","gourmet-paneer-cubes","1","2","1","1","2023-08-25T09:40:34.000000Z","","","","","","","[0,0,0,0,0]","",""
"24","Creamy Cheeese Perfection","Our cheese is made with the finest milk from happy cows, and it's aged to perfection for a rich, complex flavor. Whether you're a cheese connoisseur or just starting out, you'll love our delicious selection.","simple","0.5 KG","500","50","8","7.96","","","","","","","","1","1","","","GROC04","","in_stock","Creamy Cheeese Perfection","154","","","","","1","1","1","1","1","creamy-cheeese-perfection","1","2","1","1","2023-08-25T09:42:44.000000Z","","","","","","","[0,0,0,0,0]","",""
"25","Nutrient-packed Bread","Nutrient-packed Bread offers a wide array of essential vitamins and minerals, promoting a healthier lifestyle for individuals seeking balanced nutrition.","simple","3 KG","300","5","8","7.6","5","","","","","","","1","1","","","GROC05","","in_stock","Nutrient-packed Bread","165","165","","","","1","1","1","1","1","nutrient-packed-bread","1","2","1","1","2023-08-25T09:47:12.000000Z","","","","","","","[0,0,0,0,0]","",""
"26","Crispy Potato Chips","These chips are made with only the freshest potatoes, and they're cooked to perfection for a crispy, crunchy snack that you'll love. They're also gluten-free and vegan, so everyone can enjoy them.","simple","5 Packets","400","44","6.5","5.85","10","","","","","","","1","1","","","GROC06","","in_stock","Crispy Potato Chips","170","170","","","","1","1","1","1","1","crispy-potato-chips","1","2","1","1","2023-08-25T09:49:30.000000Z","2","","","","","602.52","[0,0,0,0,0]","",""
"27","Delicious Biscuits","They're so good, they'll make you feel like you're basking in the sunshine on a warm summer day. The sweetness of the sugar and the richness of the butter combine to create a flavor that's both addictive and comforting.","simple","2 Packets","300","30","10","8.5","15","","","","","","","1","1","","","GROC08","1","in_stock","Delicious Biscuits","181","","","","","1","","1","1","1","delicious-biscuits","1","2","1","1","2023-08-25T09:52:17.000000Z","","","","","","","[0,0,0,0,0]","[22,26,41,38,28,40]",""
"28","Deliciously Premium Nachos","Our nachos can be enjoyed by themselves or paired with various dips, salsas, or cheese for added flavour.","simple","3 Packets","350","8","5","4.65","7","","","","","","","1","1","","","GROC07","","in_stock","Deliciously Premium Nachos","176","176","","","","1","1","1","1","1","deliciously-premium-nachos","1","2","1","1","2023-08-25T09:55:12.000000Z","","","","","","","[0,0,0,0,0]","",""
"29","Sweet Chocolate Treat","This decadent treat is made with the finest ingredients, including rich chocolate mousse, creamy chocolate ganache, and crunchy chocolate chips. It's topped with a chocolate candy bow for a touch of sweetness.","simple","2 Pieces","200","198","2","2","","","","","","","1","1","1","","","GROC10","","in_stock","Sweet Chocolate Treat","190","190","","","","1","1","1","1","1","sweet-chocolate-treat","1","2","1","1","2023-08-25T10:00:11.000000Z","3","","","","","663.04","[0,0,0,0,0]","",""
"30","Farm-Fresh Milk","Whether you want to enjoy a glass of cold milk, make delicious smoothies, or use it for cooking and baking, our milk is perfect for all your culinary needs.","simple","3 Ltr","3000","200","3","2.82","6","","","","","","","1","1","","","GROC09","","in_stock","Farm-Fresh Milk","187","","","","","1","1","1","1","1","farm-fresh-milk","1","2","1","1","2023-08-25T10:02:27.000000Z","","","","","","","[0,0,0,0,0]","",""
"31","Pastry Delight","ndulge your sweet tooth with Pastry Delight, the ultimate pastry cookbook for home bakers of all levels. With over 100 recipes for cakes, pies, cookies, and more, you're sure to find something to tempt your taste buds.","simple","5 Pieces","350","49","6","5.4","10","","","","","","","","1","","","GROC12","","in_stock","Pastry Delight","197","197","","","","1","1","1","1","1","pastry-delight","1","2","1","1","2023-08-25T10:06:24.000000Z","1","","","","","60.52","[0,0,0,0,0]","",""
"32","Fresh and Pure Oil","We prioritize the freshness of our oil, ensuring that every bottle delivers the highest quality and flavor for our customers' satisfaction.","classified","1 Ltr","4000","20","9","8.55","5","","","","","1","","","1","2023-8-1","2024-8-1","GROC11","","in_stock","Fresh and Pure Oil","201","201","","","","","","","","","fresh-and-pure-oil","1","2","1","1","2023-08-25T10:10:06.000000Z","4","","","","","707.27","[0,0,0,0,0]","",""
"33","Refreshing Cold Drinks","Our cold drinks are made with only the freshest ingredients, so you can be sure they're both delicious and nutritious. They're also a great source of hydration, so they're perfect for staying cool and refreshed all summer long.","simple","3 Cans","350","100","4","3.4","15","","","","","","","","1","","","GROC14","","in_stock","Refreshing Cold Drinks","210","210","","","","1","1","1","1","1","refreshing-cold-drinks","1","2","1","1","2023-08-25T10:12:51.000000Z","","","","","","","[0,0,0,0,0]","",""
"34","Pure and Natural Curd","Packed with essential nutrients like calcium and protein, our curd offers a healthy option for consumers looking to maintain a balanced diet.","simple","6 Packets","400","400","3","2.82","6","","","","","","","1","1","","","GROC13","","in_stock","Pure and Natural Curd","206","206","","","","1","1","1","1","1","pure-and-natural-curd","1","2","1","1","2023-08-25T10:18:24.000000Z","","","","","","","[0,0,0,0,0]","",""
"35","Nutritious Ghee","Nutritious Ghee adds a rich and irresistible taste to any dish, elevating the overall dining experience for customers.","simple","1 KG","1000","60","10","9.5","5","","","","","","","","1","","","GROC16","","in_stock","Nutritious Ghee","220","220","","","","1","1","1","1","1","nutritious-ghee","1","2","1","1","2023-08-26T07:26:21.000000Z","","","","","","","[0,0,0,0,0]","",""
"36","Epicurean Delight Butter","Our butter is made from the finest ingredients, ensuring a smooth and rich taste that meets the highest quality standards","simple","5 KG","5000","399","7","6.58","6","","","","","","","1","1","","","GROC15","","in_stock","Epicurean Delight Butter","215","215","","","","1","1","1","1","1","epicurean-delight-butter","1","2","1","1","2023-08-26T07:28:29.000000Z","1","","","","","60.52","[0,0,0,0,0]","",""
"37","Organic Long Grain Rice","Our rice features long, slender grains that cook up fluffy and separate, perfect for a wide range of dishes","simple","7 KG","4000","599","8","7.2","10","","","","","","","","1","","","GROC17","","in_stock","Organic Long Grain Rice","229","229","","","","1","1","1","1","1","organic-long-grain-rice","1","2","1","1","2023-08-26T07:59:30.000000Z","1","","","","","60.52","[0,0,0,0,0]","",""
"38","Premium Quality Jam","Our jam is not just limited to spreading on toast; it can be used as a topping for desserts, a filling for pastries, or even added to savory dishes for a unique touch.","simple","1 Jar","450","700","9","7.92","12","","","","","","","","1","","","GROC19","","in_stock","Premium Quality Jam","224","224","","","","1","1","1","1","1","premium-quality-jam","1","2","1","1","2023-08-26T08:04:56.000000Z","","","","","","","[0,0,0,0,0]","",""
"39","Sweet Delights","Made with carefully selected, high-quality ingredients, Sweet Delights are not only delicious but also a guilt-free indulgence for health-conscious consumers.","simple","10 Pieces","400","39","8","8","","","","","","","","","1","","","GROC18","","in_stock","Sweet Delights","233","233","","","","1","1","1","1","1","sweet-delights","1","2","1","1","2023-08-26T08:07:17.000000Z","1","","","","","60.52","[0,0,0,0,0]","",""
"40","Delicious Exquisite Cake","Our cake is made with only the finest ingredients, ensuring a delicious and exquisite taste.","simple","2 KG","1000","38","20","15","25","","","","","","","","1","","","GROC21","","in_stock","Delicious Exquisite Cake","241","241","","","","1","1","1","1","1","delicious-exquisite-cake","1","2","1","1","2023-08-26T08:10:15.000000Z","3","","","","","663.04","[0,0,0,0,0]","",""
"41","Gourmet Buns","Our buns can be used for a variety of purposes, such as sandwiches, burgers, or as a side dish, making them a versatile choice for any meal.","simple","2 Packets `","150","49","5","4.6","8","","","","","","","","1","","","GROC20","","in_stock","Gourmet Buns","251","251","","","","1","1","1","1","1","gourmet-buns","1","2","1","1","2023-08-26T08:11:34.000000Z","2","","","","","602.52","[0,0,0,0,0]","",""
"42","Health and Superior Jalapeno","Highlight that jalapenos can be used in various recipes, adding a spicy kick to dishes and enhancing their flavor.","simple","1 Jar","250","200","10","8.9","11","","","","","","","","1","","","GROC23","","in_stock","Health and Superior Jalapeno","246","246","","","","1","1","1","1","1","health-and-superior-jalapeno","1","2","1","1","2023-08-26T08:15:33.000000Z","","","","","","","[0,0,0,0,0]","",""
"43","Farm-fresh Mushrooms","Whether used in salads, stir-fries, soups, or as a meat substitute, our mushrooms offer endless culinary possibilities.","simple","0.5 KG","500","48","5","4.25","15","","","","","","","","1","","","GROC22","","in_stock","Farm-fresh Mushrooms","259","259","","","","1","1","1","1","1","farm-fresh-mushrooms","1","2","1","1","2023-08-26T08:17:07.000000Z","3","","","","","663.04","[0,0,0,0,0]","",""
"44","Delicious Healthy Cookies","Emphasize the nutritional benefits of our cookies, such as being rich in fiber, low in sugar, and free from artificial additives, making them an ideal snack option.","simple","2 Packets","200","158","9","8.01","11","","","","","","","","1","","","GROC25","","in_stock","Delicious Healthy Cookies","242","242","","","","1","1","1","1","1","delicious-healthy-cookies","1","2","1","1","2023-08-26T08:21:34.000000Z","3","","","","","663.04","[0,0,0,0,0]","",""
"45","Premium Seafood","Our Premium Seafood undergoes rigorous quality checks to guarantee that only the finest cuts make it to your plate, promising a truly indulgent dining experience.","simple","10 Pieces","500","49","7","7","","","","","","","","","1","","","GROC24","","in_stock","Premium Seafood","261","261","","","","1","1","1","1","1","premium-seafood","1","2","1","1","2023-08-26T08:21:40.000000Z","2","","","","","602.52","[0,0,0,0,0]","",""
"47","Premium Comfort Bean Bag","Our premium bean bag offers unparalleled comfort, allowing customers to sink in and relax after a long day. Made with high-quality materials, our bean bag is built to last, ensuring customers can enjoy its comfort for years to come.","simple","1 Item","500","20","16","14.4","10","","","","","","","1","1","","","FURN02","","in_stock","Premium Comfort Bean Bag","428","428","","","","1","1","1","1","1","premium-comfort-bean-bag","1","7","1","1","2023-09-01T08:35:34.000000Z","","","","","","","[0,0,0,0,0]","",""
"49","Efficient and Stylish Basket","Large Capacity: With its spacious design, our basket offers ample room for all your belongings, making it ideal for various purposes.","simple","1 Item","750","17","15","13.5","10","","","","","","","1","1","","","FURN01","","in_stock","Efficient and Stylish Basket","419","419","","","","1","1","1","1","1","efficient-and-stylish-basket","1","7","1","1","2023-09-01T08:36:55.000000Z","","","","","","","[0,0,0,0,0]","",""
"50","Luxurious and Adjustable Chair","Our luxurious chair is designed with high-quality padding and ergonomic features to provide exceptional comfort throughout the day.","simple","1 Item","1000","29","20","19","5","","","","","","","1","1","","","FURN03","","in_stock","Luxurious and Adjustable Chair","436","436","","","","1","1","1","1","1","luxurious-and-adjustable-chair","1","7","1","1","2023-09-01T08:50:51.000000Z","","","","","","","[0,0,0,0,0]","",""
"53","Trendy Home Decor","With our extensive collection of home decor items, customers have a vast selection to choose from, allowing them to find the perfect pieces that suit their style and preferences.","simple","1 Item","500","25","25","22.5","10","","","","","","","1","1","","","FURN04","","in_stock","Trendy Home Decor","444","444","","","","1","1","1","1","1","trendy-home-decor","1","7","1","1","2023-09-01T08:58:00.000000Z","2","","","","","558.4","[0,0,0,0,0]","",""
"55","High-Quality Ceilings Light","Our ceilings light boasts a versatile design that seamlessly complements any interior decor, making it suitable for a wide range of applications.  Designed with energy-saving technology, our ceilings light consumes minimal electricity while delivering maximum brightness, helping customers save on their electricity bills.","simple","1 Item","480","28","19","16.91","11","","","","","","","1","1","","","FURN05","","in_stock","High-Quality Ceilings Light","463","463","","","","1","1","1","1","1","high-quality-ceilings-light","1","7","1","1","2023-09-01T09:04:01.000000Z","","","","","","","[0,0,0,0,0]","",""
"57","Comfortable Morden Chair","The chair's sleek and modern design adds a touch of sophistication to any space, making it a perfect addition to both home and office environments.","simple","1 Item","1200","19","27","23.22","14","","","","","","","1","1","","","FURN06","","in_stock","Comfortable Morden Chair","472","472","","","","1","1","1","1","1","comfortable-morden-chair","1","7","1","1","2023-09-01T09:19:43.000000Z","","","","","","","[0,0,0,0,0]","",""
"59","Luxurious Contoured Pillow","The luxurious contoured pillow is expertly crafted with an ergonomic design that provides optimal support and comfort for a restful sleep.","simple","1 Item","200","28","20","17","15","","","","","","","1","1","","","FURN07","","in_stock","Luxurious Contoured Pillow","488","488","","","","1","1","1","1","1","luxurious-contoured-pillow","1","7","1","1","2023-09-01T09:25:05.000000Z","","","","","","","[0,0,0,0,0]","",""
"60","Stylish and Durable Sofa","Our sofa is built using premium materials and expert craftsmanship, ensuring durability and longevity.","simple","1 Item","4000","19","40","36.8","8","","","","","","","1","1","","","FURN08","","in_stock","Stylish and Durable Sofa","587","587","","","","1","1","1","1","1","stylish-and-durable-sofa","1","7","1","1","2023-09-04T09:35:35.000000Z","","","","","","","[0,0,0,0,0]","",""
"61","Modern and Functional Table","Crafted with high-quality materials, this table offers exceptional durability and can withstand daily use.","simple","1 Item","2500","45","35","31.85","9","","","","","","","1","1","","","FURN09","","in_stock","Modern and Functional Table","592","592","","","","1","1","1","1","1","modern-and-functional-table","1","7","1","1","2023-09-04T09:57:06.000000Z","","","","","","","[0,0,0,0,0]","",""
"64","Elegant Wall Watch","The elegant design of our Wall Watch makes it a perfect addition to any room, adding a touch of sophistication to your home decor.","simple","1 Item","680","30","20","18.2","9","","","","","","","1","1","","","FURN10","","in_stock","Elegant Wall Watch","603","603","","","","1","1","1","1","1","elegant-wall-watch","1","7","1","1","2023-09-04T10:12:12.000000Z","","","","","","","[0,0,0,0,0]","",""
"69","Elegant and Durable Bed","The bed is built with a robust frame that provides exceptional stability and support for a peaceful sleep.","simple","1 Item","4000","20","50","46.5","7","","","","","","","1","1","","","FURN11","","in_stock","Elegant and Durable Bed","618","618","","","","1","1","1","1","1","elegant-and-durable-bed","1","7","1","1","2023-09-04T11:48:03.000000Z","","","","","","","[0,0,0,0,0]","",""
"70","Premium Hanging Name Plate","The Premium Hanging Name Plate is crafted with high-quality materials, ensuring long-lasting use.","simple","1 Item","290","29","15","13.5","10","","","","","","1","","1","","","FURN12","","in_stock","Premium Hanging Name Plate","658","658","","","","1","1","1","1","1","premium-hanging-name-plate","1","7","1","1","2023-09-04T11:59:24.000000Z","","","","","","","[0,0,0,0,0]","",""
"72","High-Quality Bookshelves","Our bookshelves are designed to enhance the aesthetics of any room, adding a touch of sophistication and style.","simple","1 Item","3000","30","40","36.4","9","","","","","","1","1","1","","","FURN13","1","in_stock","High-Quality Bookshelves","696","696","","Expect your delivery between 5 and 7 days.","Hassle free 7, 15 and 30 days return might be available.","1","","1","1","1","high-quality-bookshelves","1","7","1","1","2023-09-05T09:08:24.000000Z","","","","","","","[0,0,0,0,0]","[50,60,55,64,69,84]","[135,61,50]"
"74","Versatile and Functional Cupboard","The adjustable shelves allow you to customize the interior space according to your specific storage requirements, providing flexibility and convenience.","simple","1 Item","3500","37","54","43.2","20","","","","","","","1","1","","","FURN14","","in_stock","Versatile and Functional Cupboard","699","699","","","","1","1","1","1","1","versatile-and-functional-cupboard","1","7","1","1","2023-09-05T09:15:24.000000Z","","","","","","","[0,0,0,0,0]","",""
"77","Top-notch Door","Our door is crafted with premium materials and expert craftsmanship, ensuring durability and long-lasting performance.","simple","1 Item","3200","25","39","35.1","10","","","","","","","1","1","","","FURN15","","in_stock","Top-notch Door","718","718","","","","1","1","1","1","1","top-notch-door","1","7","1","1","2023-09-05T09:23:10.000000Z","","","","","","","[0,0,0,0,0]","",""
"79","Versatile Side Board","Crafted from high-quality materials, this side board is built to last, providing you with long-lasting functionality and reliability.","simple","1 Item","3400","26","36","29.52","18","","","","","","","1","1","","","FURN16","","in_stock","Versatile Side Board","732","732","","","","1","1","1","1","1","versatile-side-board","1","7","1","1","2023-09-05T09:46:33.000000Z","","","","","","","[0,0,0,0,0]","",""
"81","Luxurious Microfiber Towel","Our microfiber towel is incredibly lightweight and compact, making it easy to carry and store, whether you're hitting the gym, going camping, or traveling.","simple","1 Item","290","34","10","9.5","5","","","","","","","1","1","","","FURN17","","in_stock","Luxurious Microfiber Towel","743","743","","","","1","1","1","1","1","luxurious-microfiber-towel","1","7","1","1","2023-09-05T09:52:33.000000Z","","","","","","","[0,0,0,0,0]","",""
"83","Sleek and Durable Tray","The tray comes in a beautifully designed package, making it an excellent gift choice for various occasions.","simple","1 Item","200","25","17","13.6","20","","","","","","","1","1","","","FURN18","","in_stock","Sleek and Durable Tray","758","758","","","","1","1","1","1","1","sleek-and-durable-tray","1","7","1","1","2023-09-05T10:09:15.000000Z","","","","","","","[0,0,0,0,0]","",""
"84","Organic Wood Dish","Made from sustainable wood sources, our dish is a perfect choice for environmentally conscious consumers.","simple","1 Item","110","23","8","7.84","2","","","","","","","1","1","","","FURN19","","in_stock","Organic Wood Dish","763","763","","","","1","1","1","1","1","organic-wood-dish","1","7","1","1","2023-09-05T10:13:45.000000Z","","","","","","","[0,0,0,0,0]","",""
"85","Elegant Dining Table","The versatile design of our dining table allows it to seamlessly blend with various interior styles, making it a perfect addition to any home or office space.","simple","1 Item","4700","28","40","30.4","24","","","","","","","1","1","","","FURN20","","in_stock","Elegant Dining Table","768","768","","","","1","1","1","1","1","elegant-dining-table","1","7","1","1","2023-09-05T10:20:43.000000Z","","","","","","","[0,0,0,0,0]","",""
"106","Beige Compact Powder","Whether you prefer light or full coverage, our compact powder can be layered to suit your desired level of perfection, ensuring a flawless appearance.","simple","1 Item","200","48","40","32","20","","","","","","","1","1","","","BEAU01","","in_stock","Beige Compact Powder","860","860","","","","1","1","1","1","1","beige-compact-powder","1","12","1","1","2023-09-07T06:18:28.000000Z","","","","","","","[0,0,0,0,0]","",""
"107","Advanced Formula Concealer","Achieve a professional-looking finish with our advanced formula concealer, providing excellent coverage for any skin imperfections.","simple","1 Item","140","49","30","24","20","","","","","","","1","1","","","BEAU02","","in_stock","Advanced Formula Concealer","878","878","","","","1","1","1","1","1","advanced-formula-concealer","1","12","1","1","2023-09-07T06:18:51.000000Z","","","","","","","[0,0,0,0,0]","",""
"108","Back to Basics Eyeshadow Palette","Each eyeshadow in our palette is formulated with intense pigmentation, providing professional-grade color payoff that lasts all day.","simple","1 Item","200","200","50","40","20","","","","","","","1","1","","","BEAU03","","in_stock","Back to Basics Eyeshadow Palette","882","882","","","","1","1","1","1","1","back-to-basics-eyeshadow-palette","1","12","1","1","2023-09-07T06:25:37.000000Z","","","","","","","[0,0,0,0,0]","",""
"109","Liquid Eyeliner","Our liquid eyeliner is designed to stay put all day, ensuring your customers' eyes stay beautifully defined from morning to night.","simple","1 Item","120","290","45","31.5","30","","","","","","","1","1","","","BEAU04","","in_stock","Liquid Eyeliner","885","885","","","","1","1","1","1","1","liquid-eyeliner","1","12","1","1","2023-09-07T06:57:44.000000Z","","","","","","","[0,0,0,0,0]","",""
